Ticker,Name,Market Cap,Price,Sector,Market,Volume
JSVTX,Janus Henderson Small-Mid Cap Value Fund - T Shares,85311070,15.64,FinancialServices,NASDAQ,0
JSVSX,Janus Henderson Small-Mid Cap Value Fund,85310153,15.38,FinancialServices,NASDAQ,0
DSTIX,BNY Mellon Short Term Income Fund Class D,85218460,9.81,FinancialServices,NASDAQ,0
FMGIX,Frontier MFG Core Infrastructure Fund Institutional Class,85201123,16.66,FinancialServices,NASDAQ,0
CNEQ,Alger Concentrated Equity ETF,85154815,31.77,FinancialServices,AMEX,45132
INVE,"Identiv, Inc.",85022640,3.6,Technology,NASDAQ,81375
JHPI,John Hancock Investments - Preferred Income - ETF,85014669,22.745,FinancialServices,AMEX,10005
THCH,TH International Limited,84974589,2.56,ConsumerCyclical,NASDAQ,12452
ORMP,Oramed Pharmaceuticals Inc.,84957808,2.08,Healthcare,NASDAQ,97747
FNGR,"FingerMotion, Inc.",84954012,1.43,CommunicationServices,NASDAQ,271459
ALOT,"AstroNova, Inc.",84925963,11.18,Technology,NASDAQ,1896
LCLG,Logan Capital Broad Innovative Growth ETF,84880959,58.445,FinancialServices,AMEX,4
TDTH,Trident Digital Tech Holdings Ltd American Depository Shares,10600574,1.2,Technology,NASDAQ,961450
LVAGX,LSV Global Value Fund,84728723,16.28,FinancialServices,NASDAQ,0
LGO,Largo Inc.,84648960,1.32,BasicMaterials,NASDAQ,72532
CMU,MFS High Yield Municipal Trust,84636096,3.32,FinancialServices,NYSE,36705
BACA,Berenson Acquisition Corp. I,84592620,10.65,FinancialServices,NYSE,16805
WEL,Integrated Wellness Acquisition Corp,84563223,11.86,FinancialServices,NYSE,1201
GMUB,Goldman Sachs Municipal Income ETF,84520263,49.88,FinancialServices,AMEX,7275
RYOIX,Rydex Biotechnology Fund Class Investor,84495727,66.22,FinancialServices,NASDAQ,0
DTEC,ALPS Disruptive Technologies ETF,84452726,48.02,FinancialServices,AMEX,1300
EDC,Direxion Daily MSCI Emerging Markets Bull 3X Shares,84385071,41.73,FinancialServices,AMEX,69357
ISEP,Innovator ETFs Trust - Innovator International Developed Power Buffer ETF - September,84334347,30.945,FinancialServices,AMEX,5731
EPIX,ESSA Pharma Inc.,84243245,1.9,Healthcare,NASDAQ,1022070
HERD,Pacer Cash Cows Fund of Funds ETF,84212006,40.3434,FinancialServices,NASDAQ,4578
CSBR,"Champions Oncology, Inc.",84178692,6.11,Healthcare,NASDAQ,56579
ABHIX,American Century High-Yield Bond Fund Investor Class,84166837,5.14,FinancialServices,NASDAQ,0
VEOIX,Vanguard Global Environmental Opp StkInv,84161631,22.05,FinancialServices,NASDAQ,0
IBCA,iShares Trust,84146979,25.67,FinancialServices,AMEX,45142
MSSVX,AMG Frontier Small Cap Growth Fund - Class N,84133560,7.77,FinancialServices,NASDAQ,0
BSSX,Invesco BulletShares 2033 Municipal Bond ETF,84072368,24.95,FinancialServices,NASDAQ,8284
DOMH,Dominari Holdings Inc.,84055986,5.74,FinancialServices,NASDAQ,394744
ETMOX,Eaton Vance MO Municipal Income A,84052048,8.43,FinancialServices,NASDAQ,0
EAC,Edify Acquisition Corp.,84033080,10.65,FinancialServices,NASDAQ,46695
EURKU,Eureka Acquisition Corp Unit,84032340,10.9,FinancialServices,NASDAQ,1000
EXOZ,"eXoZymes, Inc.",83929134,10.03,Healthcare,NASDAQ,88
COMB,GraniteShares Bloomberg Commodity Broad Strategy No K-1 ETF,83923317,20.82,FinancialServices,AMEX,6550
FXA,Invesco CurrencyShares Australian Dollar Trust,83884667,64.485,FinancialServices,AMEX,35425
MTAC,MedTech Acquisition Corporation,83856919,11.34,FinancialServices,NASDAQ,176266
RSSS,"Research Solutions, Inc.",83743446,2.58,Technology,NASDAQ,75990
KRNL,"Kernel Group Holdings, Inc.",83719327,10.3,FinancialServices,NASDAQ,151069
CDAQ,Compass Digital Acquisition Corp.,83681881,10.74,FinancialServices,NASDAQ,7746
TROO,"TROOPS, Inc.",83639934,0.7434,Technology,NASDAQ,42598
IROQ,"IF Bancorp, Inc.",83620674,24.95,FinancialServices,NASDAQ,768
FMN,Federated Hermes Premier Municipal Income Fund,83581903,10.69,FinancialServices,NYSE,32092
TAAGX,Timothy Plan Aggressive Growth Fund,83561721,12.69,FinancialServices,NASDAQ,0
CLIN,Clean Earth Acquisitions Corp.,83521000,5.0,FinancialServices,NASDAQ,167579
ENTR,ERShares Entrepreneur ETF,83498627,15.31,FinancialServices,NASDAQ,119
EMC,Global X Funds Global X Emerging Markets Great Consumer ETF,83472547,29.51,FinancialServices,AMEX,8667
EBIZ,Global X E-commerce ETF,83461430,32.5885,FinancialServices,NASDAQ,7503
NHYM,Nuveen High Yield Municipal Income ETF,83398049,23.86,FinancialServices,AMEX,2801
BLEU,Bleuacacia Ltd,83336823,11.03,FinancialServices,NASDAQ,3
TESS,TESSCO Technologies Incorporated,83298104,8.99,Technology,NASDAQ,5113
CGUI,Capital Group Ultra Short Income ETF,83294024,25.285,FinancialServices,AMEX,9637
BMBYX,BMO Moderate Allocation Fund - Y,83259709,6.37,FinancialServices,NASDAQ,0
MBSD,FlexShares Disciplined Duration MBS Index Fund,83196625,20.645,FinancialServices,AMEX,15265
NSDVX,North Star Dividend Fund Class I,83194701,21.24,FinancialServices,NASDAQ,0
SCUS,Schwab Ultra-Short Income ETF,83174684,25.14,FinancialServices,AMEX,277114
FATN,"FatPipe, Inc. Common Stock",83065594,5.66,Technology,NASDAQ,11274
RCMFX,Schwartz Value Focused Fund,83059802,55.5,FinancialServices,NASDAQ,0
FDCF,Fidelity Covington Trust - Disruptive Communications ETF,83057332,45.4022,FinancialServices,NASDAQ,9614
DLCMX,DoubleLine Strategic Commodity Fund - Class N,83035084,6.99,FinancialServices,NASDAQ,0
CITE,Cartica Acquisition Corp,82943127,11.85,FinancialServices,NASDAQ,405
CODA,"Coda Octopus Group, Inc.",82904393,7.37,Industrials,NASDAQ,8040
JULT,AllianzIM U.S. Large Cap Buffer10 Jul ETF,82884489,42.39,FinancialServices,AMEX,4152
NVCN,Neovasc Inc.,82859377,30.03,Healthcare,NASDAQ,1
ANRO,"Alto Neuroscience, Inc.",82840712,3.06,Healthcare,NYSE,98695
FICV,Frontier Investment Corp,82827927,10.71,FinancialServices,NASDAQ,802
SWYBX,Schwab Target 2015 Index Fund Institutional Shares,82826630,13.49,FinancialServices,NASDAQ,0
CBAT,"CBAK Energy Technology, Inc.",82789494,0.9205,Industrials,NASDAQ,54507
FOBAX,Tributary Balanced Fd Instl,82774451,20.91,,NASDAQ,0
SLNG,"Stabilis Solutions, Inc.",82753535,4.45,Energy,NASDAQ,3909
FFTY,Innovator IBD 50 ETF,82749731,33.97,FinancialServices,AMEX,279666
ASPC,ASPAC III Acquisition Corp.,82725656,10.2701,FinancialServices,NASDAQ,536
CNDB,Concord Acquisition Corp III,82686912,6.58,FinancialServices,NYSE,9070
STKS,"The ONE Group Hospitality, Inc.",82653321,2.67,ConsumerCyclical,NASDAQ,100877
SAIHW,SAIHEAT Limited,82611393,0.14,Technology,NASDAQ,925
GVMCX,Government Street Mid-Cap Fund,82538371,47.81,FinancialServices,NASDAQ,0
AGEM,abrdn Emerging Markets Dividend Active ETF,82533971,34.4857,FinancialServices,NASDAQ,486
QAT,iShares MSCI Qatar ETF,82442383,19.946,FinancialServices,NASDAQ,3923
ATAQ,Altimar Acquisition Corp. III,82400014,10.43,FinancialServices,NYSE,1101
CVNY,YieldMax CVNA Option Income Strategy ETF,82296043,42.6,FinancialServices,AMEX,10770
SDSI,American Century Short Duration Strategic Income ETF,82257903,51.395,FinancialServices,NASDAQ,2345
BYSI,BeyondSpring Inc.,82245252,2.04,Healthcare,NASDAQ,15668
SGA,"Saga Communications, Inc.",82134353,12.75,CommunicationServices,NASDAQ,19038
ICLK,iClick Interactive Asia Group Limited,16402451,9.24,CommunicationServices,NASDAQ,147971
SIFY,Sify Technologies Limited,13665838,7.91,CommunicationServices,NASDAQ,490604
GESOX,Lazard Global Equity Select Portfolio Open Shares,81960777,19.09,FinancialServices,NASDAQ,0
EVY,Eaton Vance New York Municipal Income Trust,81945746,15.17,FinancialServices,AMEX,28141
OXUS,Oxus Acquisition Corp.,81901613,12.5,FinancialServices,NASDAQ,10588
ENTX,Entera Bio Ltd.,81813960,1.8,Healthcare,NASDAQ,190862
GNS,Genius Group Limited,81808820,1.0,ConsumerDefensive,AMEX,9523059
NXC,Nuveen California Select Tax-Free Income Portfolio,81659864,12.835,FinancialServices,NYSE,8769
ONEG,OneConstruction Group Limited,81640000,6.28,Industrials,NASDAQ,11333
GESIX,Lazard Global Equity Select Portfolio Institutional Shares,81574360,19.11,FinancialServices,NASDAQ,0
VTGN,"VistaGen Therapeutics, Inc.",81517800,2.73,Healthcare,NASDAQ,493763
SSGFX,"Sextant Growth Fund, Saturna Investment Trust",81490983,61.22,FinancialServices,NASDAQ,0
IBIG,iShares iBonds Oct 2030 Term TIPS ETF,81417226,26.45,FinancialServices,AMEX,7064
ELUT,Elutia Inc.,81409011,1.98,Healthcare,NASDAQ,7198
GTAC,Global Technology Acquisition Corp. I,81393200,11.48,FinancialServices,NASDAQ,201
CRVO,CervoMed Inc.,81283405,9.34,Healthcare,NASDAQ,149403
ZENV,Zenvia Inc.,81280838,1.55,Technology,NASDAQ,22963
BIPSX,ProFunds Biotechnology UltraSector Fund Service Class,81236166,20.85,FinancialServices,NASDAQ,0
INCR,InterCure Ltd.,81223774,1.49,Healthcare,NASDAQ,34357
CAPN,Cayson Acquisition Corp Ordinary shares,81195534,10.3698,FinancialServices,NASDAQ,3
FURY,Fury Gold Mines Limited,81192125,0.5064,BasicMaterials,AMEX,220391
PRLH,Pearl Holdings Acquisition Corp,81138251,11.32,FinancialServices,NASDAQ,7515
RMBIX,RMB Mendon Financial Long/Short Fund Class I,81078619,6.5689,FinancialServices,NASDAQ,0
TGAA,Target Global Acquisition I Corp.,81050249,11.37,FinancialServices,NASDAQ,16581
EURK,Eureka Acquisition Corp Class A Ordinary Share,81042289,10.6,FinancialServices,NASDAQ,199
ABRTX,ABR Dynamic Blend Equity and Volatility Fund - Investor Shares,81037650,10.45,,NASDAQ,0
WHWK,Whitehawk Therapeutics Inc,81027996,1.72,Healthcare,NASDAQ,21874
BSMM,Invesco BulletShares (R) 2022 Municipal Bond ETF,80942381,25.23,FinancialServices,NASDAQ,242665
NFO,Invesco Insider Sentiment ETF,80889140,75.3197,FinancialServices,AMEX,3229
SRL,Scully Royalty Ltd.,80879362,5.4566,FinancialServices,NYSE,2314
HILFX,Hennessy Large Cap Financial Fund Institutional Class,80866250,33.98,FinancialServices,NASDAQ,0
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,80837134,41.8926,FinancialServices,NASDAQ,713
COLA,Columbus Acquisition Corp Rights,80833151,10.175,FinancialServices,NASDAQ,1
YHNA,YHN Acquisition I Limited,80832500,10.43,FinancialServices,NASDAQ,11425
EYEN,"Eyenovia, Inc.",80750975,15.82,Healthcare,NASDAQ,4562234
LATG,LatAmGrowth SPAC,80734705,11.9,FinancialServices,NASDAQ,15763
UBCP,"United Bancorp, Inc.",80710559,13.93,FinancialServices,NASDAQ,1758
EIPIX,EIP Growth and Income Fund (NEW),80645212,18.95,FinancialServices,NASDAQ,0
EIPFX,EIP Growth and Income Fund Investor Class,80602930,18.88,FinancialServices,NASDAQ,0
VANI,"Vivani Medical, Inc.",80571704,1.36,Healthcare,NASDAQ,132697
ONLN,ProShares Online Retail ETF,80561719,54.33,FinancialServices,AMEX,4421
GINX,SGI Enhanced Global Income ETF,80540149,28.46,FinancialServices,NASDAQ,5491
SSBI,Summit State Bank,80519314,12.06,FinancialServices,NASDAQ,11957
SUNSV,"Sunrise Realty Trust, Inc. Common Stock When-Issued",80463870,11.68,,NASDAQ,36574
RFDA,RiverFront Dynamic US Dividend Advantage ETF,80386014,59.285,FinancialServices,AMEX,1
SGII,Seaport Global Acquisition II Corp.,0,10.81,FinancialServices,NASDAQ,10680
DEX,Delaware Enhanced Global Dividend and Income Fund,80294760,7.56,FinancialServices,NYSE,31471
GOWLX,Green Owl Intrinsic Value Fund,80288633,16.09,FinancialServices,NASDAQ,0
SMDX,Intech S&P Small-Mid Cap Diversified Alpha ETF,80281385,21.33,FinancialServices,AMEX,15049
PSQO,Palmer Square Credit Opportunities ETF,80186919,20.6001,FinancialServices,AMEX,18886
TBF,ProShares Short 20+ Year Treasury,80143592,24.29,FinancialServices,AMEX,90894
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,80132973,25.8219,FinancialServices,NASDAQ,1651
UGA,"United States Gasoline Fund, LP",80096891,61.675,FinancialServices,AMEX,12434
CRDT,Simplify Exchange Traded Funds - Simplify Opportunistic Income ETF,80089931,24.0372,FinancialServices,AMEX,19816
ISRL,Israel Acquisitions Corp,80036447,12.6,FinancialServices,NASDAQ,1117
PDEV,Principal International Multi-Factor ETF,80006553,31.06,FinancialServices,NASDAQ,5105
GDXD,MicroSectors Gold Miners -3X Inverse Leveraged ETNs,79995797,2.2,FinancialServices,AMEX,15719212
LIBY,Liberty Resources Acquisition Corp.,79975091,11.09,FinancialServices,NASDAQ,3263
HLFNX,Hennessy Large Cap Financial Fund,79914356,33.58,FinancialServices,NASDAQ,0
BIRD,"Allbirds, Inc.",79887509,9.81,ConsumerCyclical,NASDAQ,45799
DLHC,DLH Holdings Corp.,79845075,5.55,Industrials,NASDAQ,26826
SND,"Smart Sand, Inc.",79790773,1.81,Energy,NASDAQ,185978
RMBFX,RMB Mendon Financial Long/Short Fund Class A,79787556,6.4643,FinancialServices,NASDAQ,0
REVS,Columbia Research Enhanced Value ETF,79682558,26.64,FinancialServices,AMEX,4733
IAFMX,F/m Investments Large Cap Focused Fund - Investor Class,79645870,20.46,FinancialServices,NASDAQ,0
IAFLX,F/m Investments Large Cap Focused Fund - Institutional Class,79633045,20.95,FinancialServices,NASDAQ,0
SWZ,The Swiss Helvetia Fund Inc.,79632991,6.13,FinancialServices,NYSE,82051
DALN,DallasNews Corporation,79591853,14.87,CommunicationServices,NASDAQ,8007
DTF,DTF Tax-Free Income 2028 Term Fund Inc.,79575435,11.3201,FinancialServices,NYSE,2045
PAGRX,Aggressive Growth Portfolio Class I,79557773,125.4,,NASDAQ,0
VETZ,Academy Veteran Impact ETF,79545206,19.84,FinancialServices,AMEX,256
NTRB,Nutriband Inc.,79529446,7.13,Healthcare,NASDAQ,21956
VIA,"Via Renewables, Inc.",79523526,10.995,Utilities,NASDAQ,37531
UEIC,Universal Electronics Inc.,79415100,6.03,Technology,NASDAQ,38868
IXAQ,IX Acquisition Corp.,79233558,11.57,FinancialServices,NASDAQ,6603
FDIV,First Trust Strategic Income ETF,79197843,26.171,FinancialServices,NASDAQ,5552
SPHAU,Shepherd Ave Capital Acquisition Corporation Unit,79157135,10.24,FinancialServices,NASDAQ,1510
ECNS,iShares MSCI China Small-Cap ETF,79135476,35.715,FinancialServices,AMEX,38092
SARK,AXS Short Innovation Daily ETF,79031544,33.49,FinancialServices,NASDAQ,836597
EOCT,Innovator Emerging Markets Power Buffer ETF - October,78953651,28.85,FinancialServices,AMEX,1324
TRFM,AAM Transformers ETF,78941238,43.975,FinancialServices,AMEX,5526
OTLK,"Outlook Therapeutics, Inc.",78850808,1.84,Healthcare,NASDAQ,806045
EAPR,Innovator MSCI Emerging Markets Power Buffer ETF - April,78783645,28.4,FinancialServices,AMEX,1643
INUV,"Inuvo, Inc.",78752500,5.45,CommunicationServices,AMEX,135284
IGMS,"IGM Biosciences, Inc.",78714835,1.27,Healthcare,NASDAQ,226158
BLUI,Exchange Traded Concepts Trust,78699980,25.2609,FinancialServices,AMEX,2600
BJBHX,Aberdeen Global High Income Fund Class A,78616744,7.78,FinancialServices,NASDAQ,0
GMM,Global Mofy Metaverse Limited,78601090,2.69,Technology,NASDAQ,3266
ALOR,ALSP Orchid Acquisition Corporation I,78595270,10.88,FinancialServices,NASDAQ,4344
DPSI,"Decisionpoint Systems, Inc.",78538225,10.225,Technology,AMEX,77569
VTSI,"VirTra, Inc.",78493352,6.97,Industrials,NASDAQ,68751
RCLF,Rosecliff Acquisition Corp I,78487629,11.57,FinancialServices,NASDAQ,148236
TLGA,TLG Acquisition One Corp.,78467304,6.06,FinancialServices,NYSE,170598
BJBIX,Aberdeen International Sustainable Leaders Fund Class A,78453332,30.08,FinancialServices,NASDAQ,0
RCON,"Recon Technology, Ltd.",78406208,2.56,Energy,NASDAQ,59025
FVN,Future Vision II Acquisition Corp.,78382160,10.39,FinancialServices,NASDAQ,1
SBXC,SilverBox Corp III,78376452,10.84,FinancialServices,NYSE,25950
DMA,Destra Multi-Alternative Fund,78338709,8.74,FinancialServices,NYSE,28732
LZUOX,Lazard US Equity Select Portfolio Open Shares,78291466,17.49,,NASDAQ,0
UYSC,UY Scuti Acquisition Corp.,78219271,10.13,FinancialServices,NASDAQ,9820
PBD,Invesco Global Clean Energy ETF,78172194,13.59,FinancialServices,AMEX,10199
AFMC,First Trust Active Factor Mid Cap ETF,78152079,32.03,FinancialServices,AMEX,57093
FSZ,First Trust Switzerland AlphaDEX Fund,78081577,78.8132,FinancialServices,NASDAQ,358
PFRL,PGIM Floating Rate Income ETF,78071355,49.9493,FinancialServices,AMEX,4680
RYTIX,Rydex Technology Inv,78052859,233.68,FinancialServices,NASDAQ,0
OARK,YieldMax ARKK Option Income Strategy ETF,77992197,8.56,FinancialServices,AMEX,258899
MIND,"MIND Technology, Inc.",77940928,9.78,Technology,NASDAQ,156934
WTMCX,Segall Bryant & Hamill Mid Cap Value Dividend Fund Retail Class,77939819,21.86,FinancialServices,NASDAQ,0
KINZ,KINS Technology Group Inc.,77909720,9.94,FinancialServices,NASDAQ,82359
IAE,Voya Asia Pacific High Dividend Equity Income Fund,77900088,7.07,FinancialServices,NYSE,15930
RGT,"Royce Global Value Trust, Inc.",77893139,12.245,FinancialServices,NYSE,15597
BUL,Pacer US Cash Cows Growth ETF,77892747,50.6721,FinancialServices,AMEX,5514
BPLSX,Boston Partners Long/Short Equity Fund,77874798,14.04,FinancialServices,NASDAQ,0
BPLEX,Boston Partners Long/Short Equity Fund Investor Class,77838135,10.48,FinancialServices,NASDAQ,0
GCV,The Gabelli Convertible and Income Securities Fund Inc.,77836794,3.93,FinancialServices,NYSE,35472
CELU,Celularity Inc.,77834900,3.25,Healthcare,NASDAQ,54790
HMSFX,Hennessy Midstream Fund Investor Class,77805768,11.96,FinancialServices,NASDAQ,0
RCGE,RockCreek Global Equality ETF,77785367,27.0472,FinancialServices,NASDAQ,1
RDAC,Rising Dragon Acquisition Corp.,77768571,10.37,FinancialServices,NASDAQ,27
PCM,PCM Fund Inc.,77747956,6.38,FinancialServices,NYSE,56506
RUSIX,RBC Ultra-Short Fixed Income Fund,77709455,10.07,FinancialServices,NASDAQ,0
AVTE,"Aerovate Therapeutics, Inc.",77679800,2.68,Healthcare,NASDAQ,981795
MAYS,"J.W. Mays, Inc.",77607530,38.5,RealEstate,NASDAQ,986
YIBO,Planet Image International Limited Class A Ordinary Shares,77589505,1.44,Technology,NASDAQ,44278
CHAA,Catcha Investment Corp,77565547,8.9,FinancialServices,NYSE,16215
DBEZ,Xtrackers MSCI Eurozone Hedged Equity ETF,77462197,51.56,FinancialServices,AMEX,6921
MMLG,First Trust Multi-Manager Large Growth ETF,77454318,34.5156,FinancialServices,AMEX,3636
BMPEX,Beck Mack + Oliver Partners Fund,77451062,26.8,FinancialServices,NASDAQ,0
RYAWX,Rydex S&P 500 Pure Growth H,77438527,112.72,FinancialServices,NASDAQ,0
CBRG,Chain Bridge I,77431541,11.46,FinancialServices,NASDAQ,0
HVBC,"HV Bancorp, Inc.",77407466,34.6,FinancialServices,NASDAQ,28754
SRZN,"Surrozen, Inc.",77320097,9.03,Healthcare,NASDAQ,8287
PN,Skycorp Solar Group Limited,77261424,2.48,Energy,NASDAQ,622753
ALTO,"Alto Ingredients, Inc.",77210200,1.0,BasicMaterials,NASDAQ,463761
VSA,TCTM Kids IT Education Inc ADR,77180773,1.75,ConsumerDefensive,NASDAQ,100030
STCN,"Steel Connect, Inc.",77168095,12.18,CommunicationServices,NASDAQ,271995
EINC,VanEck Energy Income ETF,77113011,95.735,FinancialServices,AMEX,3800
LAZY,"Lazydays Holdings, Inc.",0,5.34,ConsumerCyclical,NASDAQ,52016
MCRP,Micropolis Holding Company,77103468,2.21,Technology,AMEX,113984
MAYW,AIM ETF Products Trust - AllianzIM U.S. Large Cap Buffer20 May ETF,77073052,32.435,FinancialServices,AMEX,4462
JCS,"Communications Systems, Inc.",77019526,8.18,Technology,NASDAQ,48445
CVMC,Calvert US Mid-Cap Core Responsible Index ETF,77016213,61.35,FinancialServices,AMEX,6665
NCBIX,New Covenant Balanced Income Fd,77009324,23.26,FinancialServices,NASDAQ,0
CMCA,Capitalworks Emerging Markets Acquisition Corp,76927117,11.05,FinancialServices,NASDAQ,5455
USCT,TKB Critical Technologies 1,76851206,9.86,FinancialServices,NASDAQ,24468
IFED,ETRACS IFED Invest with the Fed TR Index ETN,76846783,45.0519,FinancialServices,AMEX,0
RFIL,"RF Industries, Ltd.",76752531,7.19,Industrials,NASDAQ,54930
MAVF,Matrix Advisors Value ETF,76734729,110.195,FinancialServices,AMEX,1287
ARTE,Artemis Strategic Investment Corporation,76718816,10.74,FinancialServices,NASDAQ,34989
BZFD,"BuzzFeed, Inc.",76594714,2.06,CommunicationServices,NASDAQ,683856
HPLT,Home Plate Acquisition Corp.,76511329,10.52,FinancialServices,NASDAQ,264
FITE,SPDR S&P Kensho Future Security ETF,76453551,76.825,FinancialServices,AMEX,3757
GLRY,Inspire Faithward Mid Cap Momentum ESG ETF,76315841,33.85,FinancialServices,AMEX,9399
FNI,First Trust Chindia ETF,76281394,43.5369,FinancialServices,AMEX,16964
TSLS,Direxion Daily TSLA Bear 1X Shares,76252314,7.58,FinancialServices,NASDAQ,20696877
YMAT,"J-Star Holding Co., Ltd. Ordinary Shares",76217792,4.48,BasicMaterials,NASDAQ,723596
EUDG,WisdomTree Europe Quality Dividend Growth Fund,76159183,33.85,FinancialServices,AMEX,4323
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,76148685,66.465,FinancialServices,NASDAQ,10348
IBCD,iShares iBonds Mar 2020 Term Corporate ex-Financials ETF,76140505,24.545,FinancialServices,AMEX,4831
BDMD,Baird Medical Investment Holdings Limited,76101973,2.13,Healthcare,NASDAQ,177574
NEXTX,Shelton Sustainable Equity Investor,76075843,33.6,,NASDAQ,0
CYPIX,ProFunds Consumer Services UltraSector Fund Investor Class,76039950,71.44,FinancialServices,NASDAQ,0
IOR,"Income Opportunity Realty Investors, Inc.",75956242,18.68,FinancialServices,AMEX,59
RAYE,Rayliant Quantamental Emerging Market Equity ETF,75812805,26.99,FinancialServices,AMEX,696
BSVSX,Baird Equity Opportunity Fund - Investor Class,75745534,15.77,FinancialServices,NASDAQ,0
NCT,Intercont (Cayman) Limited Ordinary shares,75740000,2.8,Industrials,NASDAQ,3529
IQDY,FlexShares International Quality Dividend Dynamic Index Fund,75691653,32.81,FinancialServices,AMEX,3389
SBIO,ALPS Medical Breakthroughs ETF,75684627,32.78,FinancialServices,AMEX,6838
TYGO,"Tigo Energy, Inc.",75659904,1.22,Energy,NASDAQ,318875
XOUT,GraniteShares XOUT U.S. Large Cap ETF,75655723,40.11,FinancialServices,AMEX,236283
NPAB,New Providence Acquisition Corp. II,75564468,10.9,FinancialServices,NASDAQ,1062
FTCI,"FTC Solar, Inc.",75563984,5.08,Energy,NASDAQ,92282
IBIK,iShares iBonds Oct 2034 Term TIPS ETF,75475927,25.86,,AMEX,3939
VALT,ETFMG Sit Ultra Short ETF,75412113,48.52,FinancialServices,AMEX,3003
DHCA,DHC Acquisition Corp.,75411644,7.7,FinancialServices,NASDAQ,32879
GCTS,"GCT Semiconductor Holding, Inc.",75359282,1.35,Technology,NYSE,94145
PMVP,"PMV Pharmaceuticals, Inc.",75331415,1.45,Healthcare,NASDAQ,235946
SPBC,Simplify U.S. Equity PLUS GBTC ETF,75227460,42.5985,FinancialServices,NASDAQ,4431
KBSX,FST Corp.,75206885,1.68,BasicMaterials,NASDAQ,7552
SAIH,SAIHEAT Limited,75110088,7.03,Technology,NASDAQ,19352
IMDX,Insight Molecular Diagnostics Inc.,75073163,2.625,Healthcare,NASDAQ,27601
KNTE,Kinnate Biopharma Inc.,124990960,2.65,Healthcare,NASDAQ,2121570
HMNF,"HMN Financial, Inc.",124973951,27.99,FinancialServices,NASDAQ,156666
OBIO,"Orchestra BioMed Holdings, Inc.",124948720,2.6,Healthcare,NASDAQ,429445
MILN,Global X Millennials Consumer ETF,124890854,48.405,FinancialServices,NASDAQ,5037
RSYYX,Victory High Yield Fund - Class Y,124886787,5.52,FinancialServices,NASDAQ,0
AGRW,Allspring Exchange-Traded Funds,124826039,29.107,FinancialServices,AMEX,192
STRW,Strawberry Fields REIT LLC,124824303,10.03,RealEstate,AMEX,20031
VERI,"Veritone, Inc.",124751550,2.31,Technology,NASDAQ,1440388
OTCRX,Otter Creek Long/Short Opportunity Fund - Investor Class,124695903,13.8,FinancialServices,NASDAQ,0
RAY,Raytech Holding Limited Ordinary Shares,124690517,2.86,ConsumerDefensive,NASDAQ,4926922
MAMO,Massimo Group Common Stock,124640100,3.0,ConsumerCyclical,NASDAQ,26387
ERES,East Resources Acquisition Company,124568850,10.85,FinancialServices,NASDAQ,110732
CLSHX,CLS Shelter Fund,124519426,12.39,FinancialServices,NASDAQ,0
IOBT,"IO Biotech, Inc.",124514920,1.89,Healthcare,NASDAQ,359590
HYFIX,"Harbor High-Yield Bond Fund, Investor Class",124261133,8.6,FinancialServices,NASDAQ,0
KVAC,Keen Vision Acquisition Corporation Ordinary Shares,124113739,11.47,FinancialServices,NASDAQ,1276
CURR,"Currenc Group, Inc.",124018028,1.63,FinancialServices,NASDAQ,121193
SMOG,VanEck Low Carbon Energy ETF,123938998,115.12,FinancialServices,AMEX,793
SKIL,Skillsoft Corp.,123880284,14.45,ConsumerDefensive,NYSE,29279
CFFE,CF Acquisition Corp. VIII,123839206,16.52,FinancialServices,NASDAQ,16936
HURC,"Hurco Companies, Inc.",123825736,19.03,Industrials,NASDAQ,10830
GLBKV,"GCI Liberty, Inc. Series C GCI Group Common Stock When Issued",123755084,30.85,CommunicationServices,NASDAQ,489326
GLBAV,"GCI Liberty, Inc. Series A GCI Group Common Stock When Issued",123754967,30.51,CommunicationServices,NASDAQ,108869
DIVC,C-Tracks Exchange-Traded Notes Miller/Howard Strategic Dividend Reinvestor,123676792,30.9196,FinancialServices,AMEX,4
ENGIX,Cboe Vest US Large Cap 20% Buffer Fund Institutional Class,123648685,8.17,FinancialServices,NASDAQ,0
ENGLX,Cboe Vest US Large Cap 20% Buffer Fund Investor Class,123648683,7.9,FinancialServices,NASDAQ,0
VGZ,Vista Gold Corp.,123594683,0.9901,BasicMaterials,AMEX,634394
DBE,Invesco DB Energy Fund,123552749,18.72,FinancialServices,AMEX,4010
VIDGX,Vanguard International Dividend Gr Inv,123552243,11.28,FinancialServices,NASDAQ,0
BLVAX,BMO Low Volatility Equity Fund Class A,123492096,11.4,FinancialServices,NASDAQ,0
ETCTX,Eaton Vance CT Municipal Income A,123476208,9.23,FinancialServices,NASDAQ,0
DBTX,"Decibel Therapeutics, Inc.",123373079,4.91,Healthcare,NASDAQ,1055379
VCSA,"Vacasa, Inc.",123260132,5.39,Technology,NASDAQ,530356
SURFX,Hawaii Municipal Fund,123183780,9.86,FinancialServices,NASDAQ,0
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc.",123104553,20.9,FinancialServices,NYSE,9100
