Ticker,MarketCap,Price,Volume,Exchange,Sector,CompanyName,ScorePotential,ReasonsTags,Comments,Status,ChangeNotes,Date
AXIL,59253488,8.9105,12269,AMEX,Technology,"AXIL Brands, Inc.",85,MC_50-150;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,AMEX | SectorPriority | PriceBand 5–10 | MC 59M,New,,2025-08-08
PPI,59048060,17.005,24404,NASDAQ,FinancialServices,AXS Astoria Inflation Sensitive ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 59M,New,,2025-08-08
FGBFX,58591411,8.16,0,NASDAQ,FinancialServices,Fidelity Global Credit Fund,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 59M,New,,2025-08-08
MRAL,58559146,19.072,342958,NASDAQ,FinancialServices,GraniteShares 2x Long MARA Daily ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 59M,New,,2025-08-08
AIRT,58512156,21.65,672,NASDAQ,Industrials,"Air T, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 59M,New,,2025-08-08
YCL,58236057,22.19,31223,AMEX,FinancialServices,ProShares Ultra Yen,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 58M,New,,2025-08-08
SST,58206447,5.89,109333,NYSE,Industrials,"System1, Inc.",70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 58M,New,,2025-08-08
WFCF,58170272,11.16,768,NASDAQ,Technology,"Where Food Comes From, Inc.",80,MC_50-150;Nasdaq;PrioritySector;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 58M,New,,2025-08-08
SBAR,58137525,26.13,88276,AMEX,FinancialServices,Simplify Exchange Traded Funds,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 58M,New,,2025-08-08
DRN,58012092,9.5,325822,AMEX,FinancialServices,Direxion Daily Real Estate Bull 3X Shares,70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,AMEX | PriceBand 5–10 | MC 58M,New,,2025-08-08
SHUA,57886446,10.96,21198,NASDAQ,FinancialServices,SHUAA Partners Acquisition Corp I,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 58M,New,,2025-08-08
PATI,57781048,16.26,19376,NASDAQ,Industrials,"Patriot Transportation Holding, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 58M,New,,2025-08-08
RXL,57459851,36.8,15702,AMEX,FinancialServices,ProShares Ultra Health Care,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 57M,New,,2025-08-08
PTWO,57379190,11.0,12781,NASDAQ,FinancialServices,"Pono Capital Two, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 57M,New,,2025-08-08
MTNIX,57247646,9.47,0,NASDAQ,FinancialServices,Manning & Napier Target 2020 Series Class I,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 57M,New,,2025-08-08
ROCG,57147500,10.0,76831,NASDAQ,FinancialServices,Roth CH Acquisition IV Co.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 57M,New,,2025-08-08
LPEFX,57086868,6.71,0,NASDAQ,FinancialServices,ALPS/Red Rocks Global Opportunity Fund Investor Class,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 57M,New,,2025-08-08
NAKA,57047543,7.5,210584,NASDAQ,Healthcare,"Kindly MD, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 57M,New,,2025-08-08
MAAQ,56993293,5.99,206709,NASDAQ,FinancialServices,Mana Capital Acquisition Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 57M,New,,2025-08-08
EMPG,56631250,6.97,404093,NASDAQ,ConsumerCyclical,Empro Group Inc. Ordinary shares,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 57M,New,,2025-08-08
IIXIX,56532859,9.3,0,NASDAQ,FinancialServices,Catalyst Insider Income Fund Class I,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 57M,New,,2025-08-08
VRCA,56517500,6.11,19053,NASDAQ,Healthcare,Verrica Pharmaceuticals Inc.,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 57M,New,,2025-08-08
GMFI,56367811,11.04,2774,NASDAQ,FinancialServices,Aetherium Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 56M,New,,2025-08-08
TREMX,56219061,6.79,0,NASDAQ,FinancialServices,T.Rowe Price Emerging Europe Fund,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 56M,New,,2025-08-08
SGTX,56217671,22.47,81878,NASDAQ,Healthcare,"Sigilon Therapeutics, Inc.",90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 56M,New,,2025-08-08
HHGC,56162732,11.1201,1852,NASDAQ,FinancialServices,HHG Capital Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 56M,New,,2025-08-08
CVM,56139628,8.23,252451,AMEX,Healthcare,CEL-SCI Corporation,85,MC_50-150;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,AMEX | SectorPriority | PriceBand 5–10 | MC 56M,New,,2025-08-08
CLRC,55968120,12.0,1122,NASDAQ,FinancialServices,ClimateRock,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 56M,New,,2025-08-08
LEOOX,55766190,9.16,0,NASDAQ,,Lazard Enhanced Opportunities Portfolio Open Shares,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 56M,New,,2025-08-08
BODY,55603526,8.14,18086,NYSE,CommunicationServices,"The Beachbody Company, Inc.",70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 56M,New,,2025-08-08
XV,55591118,26.52,26574,AMEX,FinancialServices,Simplify Exchange Traded Funds,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 56M,New,,2025-08-08
WMC,55534961,9.18,33475,NYSE,RealEstate,Western Asset Mortgage Capital Corporation,70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 56M,New,,2025-08-08
ICCC,55489636,6.14,1952,NASDAQ,Healthcare,ImmuCell Corporation,90,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 55M,New,,2025-08-08
USOY,55457603,8.44,219697,NASDAQ,FinancialServices,Defiance Oil Enhanced Options Income ETF,75,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate,NASDAQ | PriceBand 5–10 | MC 55M,New,,2025-08-08
OHAA,55453602,10.49,17660,NASDAQ,FinancialServices,OPY Acquisition Corp. I,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 55M,New,,2025-08-08
SCCG,55362324,22.38,12778,AMEX,RealEstate,Sachem Capital Corp. 8.00% Note,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 55M,New,,2025-08-08
PEPL,55347979,10.93,25471,NASDAQ,FinancialServices,PepperLime Health Acquisition Corporation,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 55M,New,,2025-08-08
KPLT,55169078,12.93,13377,NASDAQ,Technology,"Katapult Holdings, Inc.",90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 55M,New,,2025-08-08
DDF,55104791,7.24,33493,NYSE,FinancialServices,"Delaware Investments Dividend and Income Fund, Inc.",60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 55M,New,,2025-08-08
BRAC,55090152,11.7,1179,NASDAQ,FinancialServices,Broad Capital Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 55M,New,,2025-08-08
LZESX,54641110,12.32,0,NASDAQ,,Lazard International Equity Select Open Shs,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 55M,New,,2025-08-08
ISDX,54430514,26.54,147443,NASDAQ,FinancialServices,Invesco RAFI Strategic Developed ex-US ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 54M,New,,2025-08-08
PGRW,54340814,10.31,4396,NASDAQ,FinancialServices,Progress Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 54M,New,,2025-08-08
SER,54322221,5.45,11413,NYSE,Healthcare,"Serina Therapeutics, Inc.",85,MC_50-150;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | SectorPriority | PriceBand 5–10 | MC 54M,New,,2025-08-08
RACY,54041701,12.28,46417,NASDAQ,FinancialServices,Relativity Acquisition Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 54M,New,,2025-08-08
MAXI,53706762,32.01,17319,NASDAQ,FinancialServices,Simplify Bitcoin Strategy PLUS Income ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 54M,New,,2025-08-08
PNF,53541740,6.805,17065,NYSE,FinancialServices,PIMCO New York Municipal Income Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 54M,New,,2025-08-08
ATAK,53514701,5.02,1382644,NASDAQ,FinancialServices,Aurora Technology Acquisition Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 54M,New,,2025-08-08
TPCS,53483144,5.47,51542,NASDAQ,Industrials,TechPrecision Corporation,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 53M,New,,2025-08-08
FTII,53410002,12.45,1200,NASDAQ,FinancialServices,FutureTech II Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 53M,New,,2025-08-08
TEFQX,53127814,5.06,0,NASDAQ,FinancialServices,Firsthand Technology Opportunities Fund,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 53M,New,,2025-08-08
FSEA,53065350,11.25,2844,NASDAQ,FinancialServices,First Seacoast Bancorp,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 53M,New,,2025-08-08
RBOT,52914921,8.92,12766,NYSE,Healthcare,Vicarious Surgical Inc.,85,MC_50-150;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | SectorPriority | PriceBand 5–10 | MC 53M,New,,2025-08-08
DXD,52913148,24.54,599552,AMEX,FinancialServices,ProShares UltraShort Dow30,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 53M,New,,2025-08-08
NBW,52679370,9.49,15623,AMEX,FinancialServices,Neuberger Berman California Municipal Fund Inc.,60,MC_50-150;PriceBand5-10;VolAdequate,AMEX | PriceBand 5–10 | MC 53M,New,,2025-08-08
HMAC,52454025,5.85,434495,NASDAQ,FinancialServices,Hainan Manaslu Acquisition Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 52M,New,,2025-08-08
OTMO,52374017,5.3,984322,NASDAQ,Technology,Otonomo Technologies Ltd.,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 52M,New,,2025-08-08
ALCY,52349936,11.55,51,NASDAQ,FinancialServices,Alchemy Investments Acquisition Corp 1,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 52M,New,,2025-08-08
CLST,52299306,12.51,405,NASDAQ,FinancialServices,"Catalyst Bancorp, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 52M,New,,2025-08-08
TGWNX,52276573,7.65,0,NASDAQ,FinancialServices,TCW Emerging Markets Local Currency Income Fd N Cl,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 52M,New,,2025-08-08
KOSS,52129448,5.56,35330,NASDAQ,Technology,Koss Corporation,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 52M,New,,2025-08-08
TBMC,52122247,11.585,502,NASDAQ,FinancialServices,Trailblazer Merger Corporation I,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 52M,New,,2025-08-08
DXR,52103625,10.5,1379514,NASDAQ,Healthcare,Daxor Corporation,90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 52M,New,,2025-08-08
CRT,51960000,8.66,15615,NYSE,Energy,Cross Timbers Royalty Trust,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 52M,New,,2025-08-08
BTGD,51942404,39.89,40225,NASDAQ,FinancialServices,STKd 100% Bitcoin & 100% Gold ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 52M,New,,2025-08-08
NVDS,51922307,11.72,1183256,NASDAQ,FinancialServices,AXS 1.25X NVDA Bear Daily ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 52M,New,,2025-08-08
AGLOX,51892450,14.73,0,NASDAQ,FinancialServices,Ariel Global Investor,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 52M,New,,2025-08-08
OLIT,51819228,8.44,167620,NASDAQ,FinancialServices,OmniLit Acquisition Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 52M,New,,2025-08-08
DWTR,51703360,35.305,18537,NASDAQ,FinancialServices,Invesco DWA Tactical Sector Rotation ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 52M,New,,2025-08-08
QMCO,51692098,7.92,258104,NASDAQ,Technology,Quantum Corporation,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 52M,New,,2025-08-08
DLLDX,51599300,6.25,0,NASDAQ,FinancialServices,DoubleLine Long Duration Total Return Bond Fund - Class N,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 52M,New,,2025-08-08
INKA,51391607,10.4235,164617,NASDAQ,FinancialServices,KludeIn I Acquisition Corp.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 51M,New,,2025-08-08
SOFX,51100728,28.71,623411,NASDAQ,FinancialServices,Defiance Daily Target 2X Long SOFI ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 51M,New,,2025-08-08
FONPX,50835657,9.13,0,NASDAQ,FinancialServices,Tributary Nebraska Tax-Free Fund - Institutional Plus Class,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 51M,New,,2025-08-08
FCEF,50826173,22.5,13093,NASDAQ,FinancialServices,First Trust Income Opportunity ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 51M,New,,2025-08-08
OMIC,50765770,20.01,7908,NASDAQ,Healthcare,"Singular Genomics Systems, Inc.",80,MC_50-150;Nasdaq;PrioritySector;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 51M,New,,2025-08-08
DMYY,50742438,12.95,20954,AMEX,FinancialServices,"dMY Squared Technology Group, Inc.",60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 51M,New,,2025-08-08
THPMX,50678479,14.03,0,NASDAQ,FinancialServices,Thompson MidCap,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 51M,New,,2025-08-08
LRFC,50675908,19.08,17888,NASDAQ,FinancialServices,Logan Ridge Finance Corporation,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 51M,New,,2025-08-08
BAFN,50580618,12.25,3758,NASDAQ,FinancialServices,BayFirst Financial Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 51M,New,,2025-08-08
HSPO,50566804,12.13,4,NASDAQ,FinancialServices,Horizon Space Acquisition I Corp. Ordinary Shares,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 51M,New,,2025-08-08
RYAZX,50563490,200.28,0,NASDAQ,FinancialServices,Rydex S&P SmallCap 600 Pure Value H,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 51M,New,,2025-08-08
RAND,50486770,17.0,1791,NASDAQ,FinancialServices,Rand Capital Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 50M,New,,2025-08-08
INKT,50458418,12.66,48146,NASDAQ,Healthcare,"MiNK Therapeutics, Inc.",90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 50M,New,,2025-08-08
EDI,50296384,5.02,29910,NYSE,FinancialServices,Virtus Stone Harbor Emerging Markets Total Income Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 50M,New,,2025-08-08
JUCTX,50164851,9.01,0,NASDAQ,FinancialServices,Janus Henderson Absolute Return Income Opportunities Fund Class T,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 50M,New,,2025-08-08
JUCNX,50164851,9.01,0,NASDAQ,FinancialServices,Janus Henderson Absolute Return Income Opportunities Fund,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 50M,New,,2025-08-08
JUCCX,50164851,9.01,0,NASDAQ,FinancialServices,Janus Henderson Absolute Return Income Opportunities Fund - C Shares,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 50M,New,,2025-08-08
ARYD,50042486,6.64,90405,NASDAQ,FinancialServices,ARYA Sciences Acquisition Corp IV,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 50M,New,,2025-08-08
BITE,99991250,12.5,19752,NYSE,FinancialServices,Bite Acquisition Corp.,60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 100M,New,,2025-08-08
APRN,99978964,12.99,109401,NYSE,ConsumerCyclical,"Blue Apron Holdings, Inc.",60,MC_50-150;VolAdequate;DataComplete;NotOTC,NYSE | MC 100M,New,,2025-08-08
XSIAX,99717649,9.52,0,NASDAQ,,Voya Credit Income A,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 100M,New,,2025-08-08
EVF,99503189,5.5711,81745,NYSE,FinancialServices,Eaton Vance Senior Income Trust,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 100M,New,,2025-08-08
IDN,99223000,5.0,98170,NASDAQ,Technology,"Intellicheck, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 99M,New,,2025-08-08
FSVLX,99194178,19.75,0,NASDAQ,FinancialServices,Fidelity Select FinTech Portfolio,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 99M,New,,2025-08-08
UBT,98811226,16.82,97427,AMEX,FinancialServices,ProShares Ultra 20+ Year Treasury,60,MC_50-150;VolAdequate;DataComplete;NotOTC,AMEX | MC 99M,New,,2025-08-08
VII,98786415,10.96,25545,NASDAQ,FinancialServices,7GC & Co. Holdings Inc.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 99M,New,,2025-08-08
IEYAX,98746998,9.48,0,NASDAQ,FinancialServices,DelawareClimate SolutionsFund,75,MC_50-150;Nasdaq;PriceBand5-10;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 99M,New,,2025-08-08
FZT,98504664,7.76,49402,NYSE,FinancialServices,FAST Acquisition Corp. II,70,MC_50-150;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | PriceBand 5–10 | MC 99M,New,,2025-08-08
DOGZ,98407986,7.73,63438,NASDAQ,ConsumerCyclical,Dogness (International) Corporation,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 98M,New,,2025-08-08
MLGO,98364984,8.99,223068,NASDAQ,Technology,MicroAlgo Inc.,100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 98M,New,,2025-08-08
HJLI,98319360,10.38,221867,NASDAQ,Healthcare,enVVeno Medical Corporation,90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 98M,New,,2025-08-08
AGZD,98301071,22.3208,10631,NASDAQ,FinancialServices,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 98M,New,,2025-08-08
QQMG,98005153,39.0222,15611,NASDAQ,FinancialServices,Invesco ESG NASDAQ 100 ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 98M,New,,2025-08-08
FONR,97952791,15.79,10619,NASDAQ,Healthcare,FONAR Corporation,90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 98M,New,,2025-08-08
SILC,97582244,17.13,17668,NASDAQ,Technology,Silicom Ltd.,90,MC_50-150;Nasdaq;PrioritySector;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | MC 98M,New,,2025-08-08
PGP,97547645,8.45,25496,NYSE,FinancialServices,PIMCO Global StocksPLUS & Income Fund,60,MC_50-150;PriceBand5-10;VolAdequate,NYSE | PriceBand 5–10 | MC 98M,New,,2025-08-08
USGO,97319110,7.78,14377,NASDAQ,BasicMaterials,U.S. GoldMining Inc.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 97M,New,,2025-08-08
OPTN,97223040,9.6,811056,NASDAQ,Healthcare,"OptiNose, Inc.",100,MC_50-150;Nasdaq;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | SectorPriority | PriceBand 5–10 | MC 97M,New,,2025-08-08
FTRI,97166373,14.3824,48743,NASDAQ,FinancialServices,First Trust Indxx Global Natural Resources Income ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 97M,New,,2025-08-08
GLAC,97109500,10.82,68598,NASDAQ,FinancialServices,Global Lights Acquisition Corp Ordinary Shares,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 97M,New,,2025-08-08
AVGX,96884466,42.49,453863,NASDAQ,FinancialServices,Defiance Daily Target 2X Long AVGO ETF,65,MC_50-150;Nasdaq;VolAdequate,NASDAQ | MC 97M,New,,2025-08-08
NOEM,96816075,10.1,1827,NASDAQ,FinancialServices,CO2 Energy Transition Corp. Common Stock,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 97M,New,,2025-08-08
FSRX,96556471,10.34,372,NASDAQ,FinancialServices,FinServ Acquisition Corp. II,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 97M,New,,2025-08-08
KLR,96479516,7.24,198774,NYSE,Technology,"Kaleyra, Inc.",85,MC_50-150;PrioritySector;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NYSE | SectorPriority | PriceBand 5–10 | MC 96M,New,,2025-08-08
EVGR,96453935,11.95,6829,NASDAQ,FinancialServices,Evergreen Corporation,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 96M,New,,2025-08-08
VIASP,96329322,25.4,5381,NASDAQ,Utilities,"Via Renewables, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 96M,New,,2025-08-08
MTEN,96301568,14.08,122599,NASDAQ,Industrials,Mingteng International Corporation Inc.,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 96M,New,,2025-08-08
JFB,96200000,10.4,58369,NASDAQ,RealEstate,JFB Construction Holdings Class A Common Stock,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 96M,New,,2025-08-08
AUBN,96076750,27.5,1187,NASDAQ,FinancialServices,"Auburn National Bancorporation, Inc.",65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 96M,New,,2025-08-08
LIPRX,95803278,9.71,0,NASDAQ,FinancialServices,Loomis Sayles Inflation Protected Securities Fund Retail Cl,65,MC_50-150;Nasdaq;PriceBand5-10,NASDAQ | PriceBand 5–10 | MC 96M,New,,2025-08-08
CNVS,95634279,5.59,139942,NASDAQ,CommunicationServices,Cineverse Corp.,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 96M,New,,2025-08-08
ARBG,95631759,10.24,2821,NASDAQ,FinancialServices,Aequi Acquisition Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 96M,New,,2025-08-08
LOMAX,95629130,15.56,0,NASDAQ,,Edgar Lomax Value Fd,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 96M,New,,2025-08-08
CPAQ,95535858,10.33,315551,NASDAQ,FinancialServices,Counter Press Acquisition Corporation,75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 96M,New,,2025-08-08
STHO,95367992,7.16,49550,NASDAQ,RealEstate,Star Holdings,85,MC_50-150;Nasdaq;PriceBand5-10;VolAdequate;DataComplete;NotOTC,NASDAQ | PriceBand 5–10 | MC 95M,New,,2025-08-08
IVCA,95329560,12.0,5884,NASDAQ,FinancialServices,Investcorp India Acquisition Corp,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 95M,New,,2025-08-08
SPKL,95246701,11.0,238,NASDAQ,FinancialServices,Spark I Acquisition Corp. Class A Ordinary Share,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 95M,New,,2025-08-08
HSPTU,95027216,10.37,219,NASDAQ,FinancialServices,Horizon Space Acquisition II Corp.,65,MC_50-150;Nasdaq;DataComplete;NotOTC,NASDAQ | MC 95M,New,,2025-08-08
LSBK,94880790,12.31,38469,NASDAQ,FinancialServices,"Lake Shore Bancorp, Inc.",75,MC_50-150;Nasdaq;VolAdequate;DataComplete;NotOTC,NASDAQ | MC 95M,New,,2025-08-08
